ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender,Married,Dependents,Education,Self_Employed,Property_Area,mobile_usage_score,transaction_stability_score,bank_balance,total_income,emi,income_to_emi_ratio,credit_utilization,stability_score,cibil_proxy_score,Approved
138789,108672,692150,160,0,Male,Yes,1,Not Graduate,No,Urban,532,744,409122,247461,4325.9375,57.1907960306799,1.5075513697884222,0.48126315789473684,261.1629268899804,1
163178,66910,1905506,297,1,Male,Yes,0,Graduate,No,Rural,631,934,29388,230088,6415.845117845118,35.85687292967846,24.002443694261096,0.8925263157894736,392.26230697872313,1
194116,29044,194868,265,1,Male,Yes,0,Graduate,No,Rural,880,463,580820,223160,735.3509433962264,303.06201411345086,0.30891220950508863,0.7728421052631579,339.15758155736876,1
186642,139602,2079084,207,1,Female,Yes,2,Not Graduate,No,Rural,712,520,238198,326244,10043.884057971014,32.47862276131624,7.214081985301772,0.7437894736842106,354.9856871195654,1
37242,125274,2235113,74,1,Male,No,0,Graduate,No,Urban,317,371,681818,162516,30204.22972972973,5.38039278145408,3.054192435824208,0.5563157894736842,236.88498218487786,1
157840,91833,1809958,206,1,Male,Yes,0,Graduate,Yes,Urban,677,889,702415,249673,8786.203883495145,28.413247639440407,2.405531521833031,0.8881052631578947,395.23914695811493,1
171533,13014,2204197,325,1,Male,Yes,1,Graduate,Yes,Rural,545,644,472369,184547,6782.1446153846155,27.206702858941757,4.219616784303816,0.7432631578947368,318.89899860489214,0
144152,5276,1486131,354,0,Male,Yes,0,Not Graduate,Yes,Semiurban,653,685,501565,149428,4198.110169491525,35.58563456745275,2.6943896005003944,0.4946315789473684,240.4255932826425,1
166662,47283,1197493,167,1,Male,Yes,0,Graduate,No,Urban,662,473,41676,213945,7170.616766467066,29.832185261259458,13.062230027488111,0.7082105263157894,311.25709876900544,1
170026,23628,840035,98,0,Male,Yes,0,Graduate,Yes,Semiurban,682,323,712045,193654,8571.785714285714,22.589390013247904,1.102343037484663,0.35136842105263155,192.22134768287637,0
97611,129053,2308187,272,1,Male,Yes,1,Graduate,No,Urban,863,823,545248,226664,8485.98161764706,26.70725709228537,3.8776896352444696,0.9190526315789473,400.9453641607789,1
22427,30872,1758320,38,1,Male,No,3+,Graduate,No,Semiurban,858,859,307622,53299,46271.57894736842,1.1518484859169749,4.916699755607876,0.9326315789473685,361.459246569395,1
99395,42397,516711,64,1,Male,Yes,0,Not Graduate,No,Rural,931,521,68595,141792,8073.609375,17.560230274297325,4.356937476284835,0.8133684210526315,334.4864357599141,0
52329,146360,2394580,207,0,Male,No,0,Graduate,No,Semiurban,697,795,403781,198689,11568.019323671497,17.174230108982552,5.276950775814766,0.554842105263158,278.0079516806419,1
36039,122738,195051,356,1,Male,Yes,2,Graduate,No,Semiurban,485,671,720677,158777,547.8960674157304,289.266054951972,0.2530904646174727,0.7356842105263157,309.4109827116613,1
38110,32805,1489428,126,1,Male,No,0,Not Graduate,No,Rural,427,717,690073,70915,11820.857142857143,5.998634490592486,2.012542005991301,0.7367368421052631,287.3231673290052,0
144014,57531,516830,166,1,Male,Yes,3+,Graduate,No,Semiurban,852,412,78915,201545,3113.4337349397592,64.71320861283259,4.0090757475856185,0.7425263157894737,321.10193202177754,1
108338,77363,1677644,124,1,Male,Yes,1,Graduate,No,Urban,894,699,609625,185701,13529.387096774193,13.724736673962074,2.5433299223043395,0.8766315789473684,372.449612510239,0
114870,99640,1060998,165,0,Male,No,0,Not Graduate,No,Semiurban,324,404,65457,214510,6430.290909090909,33.35411242193707,9.18955108828395,0.27242105263157895,167.07927975385897,1
152859,140426,1120963,14,1,Male,No,0,Graduate,No,Urban,440,442,302000,293285,80068.78571428571,3.662867302362136,3.1845539772727274,0.6250526315789473,298.74995600489734,1
116429,130668,1695279,218,1,Male,Yes,0,Graduate,Yes,Urban,741,531,357740,247097,7776.5091743119265,31.770711478699166,4.157745131701574,0.7575789473684211,339.9181058661102,0
131552,146578,1902495,219,1,Male,Yes,2,Graduate,No,Semiurban,407,439,18104,278130,8687.191780821919,32.01241489787745,27.93514331023141,0.6133684210526316,290.15211914568454,0
30914,6096,981104,121,0,Male,No,0,Graduate,Yes,Urban,332,890,109816,37010,8108.297520661157,4.563897169354633,6.13895980377434,0.4795789473684211,206.8910057512019,1
172459,35454,2494285,103,1,Male,No,2,Graduate,No,Urban,948,318,704271,207913,24216.35922330097,8.585287854175053,3.306881744094629,0.7332631578947368,318.3107789448701,1
98024,84450,1271257,277,1,Male,No,2,Graduate,Yes,Semiurban,362,887,503521,182474,4589.375451263538,39.751432521662814,2.296673477609702,0.7877894736842106,338.00898766400474,0
43714,7367,442953,77,1,Female,Yes,2,Not Graduate,Yes,Urban,438,400,629085,51081,5752.636363636364,8.878037604676884,0.6522791697651987,0.6067368421052631,228.05646351735058,0
165465,53301,65676,28,1,Female,Yes,2,Not Graduate,No,Semiurban,942,865,457125,218766,2345.5714285714284,93.22793132838184,0.12950653192013803,0.9616842105263159,416.1129563406495,1
150904,23040,545892,26,1,Female,Yes,0,Not Graduate,No,Urban,365,518,359328,173944,20995.846153846152,8.284291780084189,1.3336297541336044,0.6333684210526316,271.58694553869395,1
24809,139937,1743179,318,0,Male,Yes,1,Graduate,No,Semiurban,819,898,14566,164746,5481.694968553459,30.048361425342286,26.99840473314128,0.636736842105263,302.4408912047422,1
50712,9499,1371622,138,1,Male,Yes,2,Graduate,No,Rural,665,651,436992,60211,9939.289855072464,6.057268035224821,2.8165185465058973,0.7841052631578946,302.73480403365625,0
17913,22260,877684,47,1,Male,No,0,Not Graduate,No,Urban,650,618,616445,40173,18674.127659574468,2.1511499536874052,1.3169638904935892,0.7654736842105263,289.8649587690633,1
65090,29268,1229369,317,1,Male,Yes,0,Graduate,No,Rural,837,385,163449,94358,3878.1356466876973,24.32449096761287,5.759544434501919,0.726421052631579,286.58000596249417,0
33496,22289,2103405,63,0,Male,No,0,Not Graduate,No,Urban,313,581,392810,55785,33387.380952380954,1.6707908083222562,4.750129852532689,0.3434736842105263,155.33184290275057,0
146332,85285,1450345,129,1,Male,No,0,Not Graduate,No,Urban,339,662,329680,231617,11242.98449612403,20.599192401932058,3.81991413822166,0.6857894736842105,308.56060737844183,0
111672,54652,192336,19,1,Male,No,2,Graduate,Yes,Urban,427,939,696759,166324,10122.947368421053,16.428769722648227,0.25756100696476375,0.8302105263157895,351.02695597305876,1
196337,136867,170231,248,1,Male,Yes,0,Graduate,No,Urban,618,471,130556,333204,686.4153225806451,484.72006522797534,0.9428155253771683,0.6934736842105262,336.4737484551062,1
153643,39122,1231023,255,1,Male,Yes,1,Graduate,No,Urban,925,353,84244,192765,4827.541176470589,39.92199568253473,9.170041119156163,0.7407368421052631,317.6147655668856,1
128135,80582,1040477,275,1,Male,Yes,3+,Graduate,No,Rural,344,465,168455,208717,3783.552727272727,55.14971386074684,4.762889382252638,0.604421052631579,268.74521878880324,0
109222,99013,2133728,103,0,Female,Yes,0,Graduate,Yes,Rural,573,457,124969,208235,20715.805825242718,10.051501266970066,12.194891666523784,0.37336842105263157,205.84465908137068,0
25082,93898,1478296,126,1,Male,Yes,2,Graduate,Yes,Rural,578,916,677095,118980,11732.507936507936,10.140190013406185,2.0331538519725756,0.8682105263157895,353.5439709342881,0
27987,119457,1904311,338,1,Male,Yes,0,Not Graduate,Yes,Rural,427,397,208475,147444,5634.056213017751,26.16548875934621,7.36748621723571,0.602,251.25876660308603,1
129017,30280,1483718,297,1,Female,Yes,0,Graduate,No,Semiurban,523,945,289977,159297,4995.683501683502,31.88054635566352,4.364171693967533,0.8630526315789473,362.2464413171902,0
15810,76118,895934,24,1,Male,Yes,0,Graduate,No,Urban,430,373,205735,91928,37330.583333333336,2.4624725712589206,3.5033687215281444,0.5928421052631578,232.97199747896482,1
22834,120087,1660468,252,1,Male,No,0,Not Graduate,No,Urban,389,827,651778,142921,6589.158730158731,21.68703453923599,2.3660872811629887,0.7710526315789474,320.58053723230285,1
55540,129452,1572500,294,0,Male,No,0,Not Graduate,Yes,Semiurban,638,569,531243,184992,5348.639455782313,34.58027433980546,2.7054089253548,0.44105263157894736,227.51491991154668,0
178566,92668,1814529,206,1,Male,Yes,0,Not Graduate,No,Rural,905,335,379119,271234,8808.393203883496,30.78918078948166,4.228498388558885,0.7268421052631578,332.40572963851656,0
99902,97783,513640,234,1,Male,No,0,Graduate,No,Urban,562,699,639125,197685,2195.042735042735,90.01874000241305,0.7453509885724651,0.7717894736842106,334.0714123730437,1
146271,129620,1621790,12,1,Female,Yes,0,Not Graduate,No,Urban,712,773,56622,275891,135149.16666666666,2.0413663320183355,15.210650709984806,0.8503157894736841,386.1438656499553,0
91139,93730,749401,22,1,Female,Yes,1,Not Graduate,No,Semiurban,735,845,542766,184869,34063.681818181816,5.426999171362501,1.2642442380298464,0.8878947368421053,377.9078787413927,1
47028,142326,1986095,24,0,Female,No,0,Not Graduate,Yes,Rural,847,415,289221,189354,82753.95833333333,2.288128757642417,5.854870423706079,0.4422105263157895,227.8262092140796,0
83663,19139,2006385,67,1,Female,Yes,2,Graduate,No,Semiurban,836,701,303399,102802,29946.044776119405,3.43279281039367,5.67739297507916,0.8591578947368421,343.954645318429,0
31968,52185,1580663,356,0,Male,Yes,3+,Graduate,No,Semiurban,888,669,126618,84153,4440.064606741573,18.948834896987325,8.949614422086084,0.5621052631578948,249.99663082898928,0
157496,16827,2369410,232,0,Female,Yes,2,Graduate,No,Semiurban,829,587,77662,174323,10212.974137931034,17.067108027288512,18.56002569284517,0.5089473684210526,251.7606740223391,0
48953,13586,1366893,284,1,Male,Yes,1,Graduate,No,Urban,904,880,554861,62539,4813.0035211267605,12.991058217041394,2.2598464771244964,0.956,373.29124179071647,0
84629,70791,111587,114,1,Male,No,1,Graduate,No,Semiurban,927,575,680099,155420,978.8333333333334,158.61881272325226,0.15283817674041467,0.8348421052631578,346.98649321404486,1
196305,33889,1535181,338,1,Female,Yes,1,Not Graduate,No,Rural,786,547,729115,230194,4541.955621301775,50.670536802214755,1.9704164340309196,0.7785263157894737,343.9399196944656,0
124513,61073,1955356,81,1,Female,Yes,3+,Graduate,Yes,Rural,620,641,194850,185586,24140.197530864196,7.687522533326311,7.985934245456402,0.7656842105263157,328.01965531863164,0
99833,65676,297923,326,1,Female,Yes,3+,Not Graduate,No,Semiurban,499,903,610460,165509,913.8742331288344,180.9090189740787,0.45108409290494506,0.8377894736842106,353.514650658624,1
115457,93138,306271,22,1,Male,Yes,0,Graduate,No,Urban,671,863,88971,208595,13921.40909090909,14.982679982892199,2.203848284893971,0.8752631578947367,379.2384381159676,1
160054,141854,719233,19,1,Male,Yes,1,Not Graduate,No,Urban,838,760,622750,301908,37854.36842105263,7.975302119424068,1.069094017094017,0.8846315789473684,406.3962243808123,1
62079,127408,2118405,39,1,Male,No,2,Graduate,No,Urban,789,352,452947,189487,54318.07692307692,3.4884061131660786,4.211984562985762,0.6973684210526316,299.5858553574168,1
132735,56746,1342129,287,1,Male,No,0,Graduate,No,Urban,638,495,689493,189481,4676.407665505227,40.50983227255932,1.814931311046893,0.7098947368421052,305.73429237350683,0
176447,48837,2442277,101,1,Female,Yes,1,Graduate,No,Urban,349,309,54068,225284,24180.960396039605,9.316200850155054,23.468088173117575,0.5403157894736842,246.38587786149068,0
120896,115615,2188818,168,0,Female,No,1,Not Graduate,No,Semiurban,476,361,621331,236511,13028.67857142857,18.151714081314363,3.260415502933724,0.3023157894736842,184.28548125432354,1
97609,18547,1409342,176,1,Male,Yes,2,Graduate,No,Rural,675,840,373675,116156,8007.625,14.503863022678674,3.326469581636868,0.8668421052631579,351.6333265073388,0
41849,81071,1713676,286,1,Male,Yes,0,Graduate,No,Semiurban,550,829,454858,122920,5991.874125874126,20.511026498837197,3.39437227893784,0.8227368421052632,335.8453303684879,0
60933,63452,860954,133,1,Male,Yes,0,Not Graduate,Yes,Semiurban,596,366,431152,124385,6473.338345864661,19.21200180701834,1.7893597033785582,0.6423157894736842,260.95195893983384,1
190014,27421,271499,14,1,Male,Yes,0,Graduate,No,Rural,495,597,571421,217435,19392.785714285714,11.211581029269317,0.43690026568139795,0.7076842105263158,312.99123440995913,1
115133,92467,1026907,146,0,Male,No,1,Graduate,No,Rural,349,481,479213,207600,7033.609589041096,29.511232623827592,1.9404417502971394,0.31273684210526315,181.8792432842344,1
70748,48110,1501073,112,1,Female,No,3+,Graduate,No,Urban,603,347,332763,118858,13402.4375,8.867725163787275,3.921677382610127,0.6365263157894736,257.0621902614525,1
92398,27839,496371,266,1,Male,Yes,2,Graduate,No,Urban,589,547,348283,120237,1866.0563909774437,64.39923324279101,1.2462771446433818,0.7163157894736842,290.6714160634224,1
121933,97978,593258,273,1,Female,Yes,0,Graduate,No,Urban,807,367,56630,219911,2173.106227106227,101.15007135263366,5.5637062740316985,0.7093684210526316,312.3862257701314,0
114446,26129,86735,44,1,Male,No,0,Graduate,No,Rural,372,778,579387,140575,1971.25,71.27646089491698,0.13780869322054634,0.7450526315789474,309.26941052351276,1
144458,100928,1848340,287,1,Female,Yes,2,Graduate,Yes,Urban,615,928,564463,245386,6440.20905923345,38.09626387583866,3.0080574420266153,0.8849473684210527,393.19739495445634,1
62636,24314,2253601,36,1,Male,Yes,2,Graduate,No,Urban,854,574,453596,86950,62600.02777777778,1.3889548316787486,4.475017672896528,0.8113684210526315,319.8502418283438,0
135108,65213,2077230,227,1,Male,No,1,Not Graduate,Yes,Semiurban,474,457,577328,200321,9150.792951541851,21.88871634888231,3.3112343144256275,0.6421052631578947,281.408083304148,1
96895,121198,980992,147,1,Male,No,0,Not Graduate,No,Semiurban,505,624,215185,218093,6673.414965986394,32.6759725176555,3.699274091671852,0.7222105263157894,319.1376416454168,1
189009,34296,1503967,116,0,Female,No,0,Graduate,Yes,Semiurban,356,928,178978,223305,12965.23275862069,17.222041602757294,6.568172488186638,0.5031578947368421,265.07035366852585,1
44215,115144,2403970,180,1,Female,Yes,2,Graduate,No,Rural,673,403,739827,159359,13355.388888888889,11.931293804463117,3.0436665244414285,0.6822105263157894,286.16259215092634,1
42461,108286,1498838,120,1,Male,Yes,1,Graduate,Yes,Semiurban,856,742,763153,150747,12490.316666666668,12.068143336904702,1.8432422926558716,0.882736842105263,366.1191892455129,1
100406,135398,774924,288,1,Male,Yes,0,Not Graduate,No,Rural,612,360,682184,235804,2690.7083333333335,87.60384514171606,1.0583733050708566,0.6448421052631579,290.92630965026785,1
109045,25330,879549,348,0,Male,No,3+,Graduate,No,Urban,571,495,42009,134375,2527.439655172414,53.14542497587785,9.559380060646241,0.38873684210526316,193.00432714989884,0
142811,107267,1831473,295,1,Female,Yes,1,Graduate,No,Rural,786,585,439036,250078,6208.3830508474575,40.27421048953798,3.745067847765809,0.7945263157894737,355.7696483720365,0
89746,140500,1143312,164,0,Male,Yes,3+,Graduate,No,Semiurban,587,549,588767,230246,6971.414634146341,33.022419359916604,1.7898733027848965,0.4165263157894737,229.42846555501848,1
184037,114452,2101398,187,1,Male,Yes,0,Graduate,No,Urban,559,416,29713,298489,11237.422459893049,26.559688520806912,26.36204885025027,0.6516842105263159,310.43058404945975,0
102721,28185,2167065,167,1,Male,No,0,Not Graduate,Yes,Rural,796,805,774782,130906,12976.437125748504,10.08719970912205,2.627439735590738,0.8903157894736842,364.47566195263,1
38927,123324,137792,288,1,Male,No,3+,Graduate,No,Rural,484,737,629669,162251,478.44444444444446,338.4146002317497,0.2027339778627538,0.763157894736842,321.74095039552174,1
37055,16096,1822134,204,1,Female,No,3+,Graduate,No,Rural,852,583,247319,53151,8932.029411764706,5.9499412293438425,6.128548797755946,0.8145263157894738,312.37069296628295,1
195080,88326,956400,174,1,Female,Yes,3+,Graduate,Yes,Rural,474,572,405167,283406,5496.551724137931,51.55131124199487,2.1012068098082683,0.6905263157894737,323.1765029971664,0
39807,74647,1323396,154,1,Female,No,2,Graduate,No,Urban,632,348,729972,114454,8593.48051948052,13.317151599864003,1.6967224464467956,0.6461052631578947,259.71496007154997,1
190352,79661,698744,142,1,Female,Yes,0,Graduate,No,Urban,462,729,682911,270013,4920.732394366197,54.86137367181487,0.9533817885118384,0.7528421052631579,345.66266241284194,1
66443,77932,952169,204,1,Female,Yes,0,Not Graduate,No,Urban,711,449,661149,144375,4667.495098039216,30.925383226949943,1.3389163171149787,0.7135789473684211,295.0593003331471,0
32280,4721,859431,251,0,Male,Yes,0,Graduate,No,Rural,582,495,787199,37001,3424.027888446215,10.80312371318697,1.0265552156655706,0.39221052631578945,169.01366127533697,1
71370,76228,173430,162,1,Female,Yes,3+,Graduate,No,Rural,455,859,595287,147598,1070.5555555555557,137.74180837826626,0.26876413130901444,0.8053684210526315,335.64888319010805,1
128719,140511,1967789,292,0,Male,Yes,0,Graduate,No,Rural,783,717,748266,269230,6739.003424657534,39.94508356109327,2.4650793094031314,0.5491578947368421,293.48369301259356,0
94162,65500,400368,299,1,Male,No,2,Graduate,No,Rural,907,752,763033,159662,1339.0234113712374,119.14866460177655,0.49243757633453994,0.9030526315789473,376.5665228383788,1
160332,41536,970706,161,0,Female,Yes,3+,Not Graduate,No,Semiurban,318,472,15609,201868,6029.229813664596,33.476004437271015,14.795317715557317,0.2991578947368421,174.9360726555965,0
128032,149222,522911,328,0,Male,Yes,3+,Graduate,No,Urban,669,625,523245,277254,1594.2408536585365,173.80071439628927,0.9121946113790788,0.47442105263157897,265.22392349483204,1
89145,14848,443493,72,1,Male,No,3+,Graduate,Yes,Urban,767,308,267174,103993,6159.625,16.88026782996855,1.3982640443415917,0.6718947368421053,266.8648976245539,0
132406,72942,964789,336,0,Male,No,1,Graduate,No,Semiurban,767,459,395904,205348,2871.3958333333335,71.49014687216682,2.163669758513043,0.43547368421052635,229.69260332336688,0
194720,76889,2300976,114,1,Male,Yes,0,Not Graduate,No,Rural,443,820,134188,271609,20184.0,13.45598216497399,12.492540230633917,0.785157894736842,359.6284161328884,0
91185,71691,2363151,208,1,Female,No,3+,Not Graduate,No,Urban,374,608,540544,162876,11361.302884615385,14.33477013014104,4.001651020076404,0.6741052631578948,285.57876121947476,0
43387,138258,985165,110,0,Male,Yes,0,Graduate,No,Rural,633,712,667825,181645,8956.045454545454,20.279566618456776,1.3724306063455578,0.49968421052631584,251.0430353871135,1
90624,63264,1287625,165,0,Male,Yes,0,Graduate,Yes,Semiurban,713,812,329459,153888,7803.787878787879,19.717127792574875,3.393317855156947,0.5670526315789474,271.3124113223712,0
170421,145995,2464961,130,1,Male,No,3+,Not Graduate,Yes,Urban,488,908,558578,316416,18961.23846153846,16.686637531839594,4.050361662761388,0.836421052631579,392.325519475069,1
55261,10023,625358,257,0,Male,Yes,1,Not Graduate,No,Rural,539,353,259909,65284,2433.2996108949415,26.818391502761283,2.017876215276097,0.3188421052631579,146.1563069295181,1
190591,110090,2364533,40,0,Male,Yes,1,Graduate,No,Semiurban,645,677,599591,300681,59113.325,5.08643209577374,3.64003349800105,0.48873684210526314,277.42659417122775,0
123836,88943,309087,303,0,Male,Yes,0,Not Graduate,No,Semiurban,592,946,65796,212779,1020.0891089108911,208.38435954620383,2.6692372793533456,0.5852631578947369,294.9783588958387,1
126291,36081,603342,326,1,Male,Yes,1,Graduate,No,Urban,614,429,704081,162372,1850.7423312883436,87.68606585076564,0.8001023762699233,0.6745263157894736,284.12247057103906,0
73652,34195,878848,207,1,Male,Yes,3+,Graduate,No,Urban,743,858,302406,107847,4245.642512077295,25.39582733731109,2.4938508424941688,0.8958947368421053,361.11885428937774,1
185284,107952,140856,202,0,Male,No,1,Graduate,No,Urban,939,677,403862,293236,697.3069306930693,419.9242297494648,0.31034984202246496,0.5815789473684211,312.2371916362994,1
21671,95641,2048540,255,1,Male,Yes,0,Graduate,No,Semiurban,817,506,642556,117312,8033.490196078431,14.601050861604017,2.9579413072733467,0.7710526315789474,311.2344614073223,1
70254,91675,2145769,81,1,Female,No,1,Graduate,No,Rural,305,809,23881,161929,26490.975308641977,6.11237924365636,29.043583600655108,0.7369473684210526,311.88207025902113,0
92404,7625,989189,272,0,Male,Yes,2,Graduate,No,Rural,527,865,756348,100029,3636.7242647058824,27.49768611395497,1.226751973093503,0.5306315789473685,243.30728625471428,1
103295,89682,2099145,88,1,Male,No,3+,Not Graduate,No,Rural,306,392,491557,192977,23853.920454545456,8.089609871796032,3.876129382502673,0.5616842105263158,247.11999099837044,1
102714,147208,1942639,247,1,Female,Yes,0,Not Graduate,No,Urban,867,743,780121,249922,7864.935222672065,31.772699993720682,2.340187755760907,0.8866315789473684,393.50401079037783,1
42366,2598,2013443,118,1,Male,Yes,1,Graduate,Yes,Rural,718,908,440944,44964,17063.07627118644,2.6350093193104156,4.101166324468778,0.9090526315789473,350.36300142115755,0
56734,70350,2016627,271,1,Male,Yes,0,Graduate,No,Urban,442,733,165220,127084,7441.428044280443,17.075610169676406,9.370072483969892,0.7482105263157894,306.6300412019925,1
32619,74156,1455031,287,1,Female,Yes,0,Graduate,No,Urban,845,655,465901,106775,5069.794425087108,21.056858363601634,2.820368636618266,0.8426315789473684,338.0646011641336,1
120904,134513,321510,84,0,Male,No,0,Graduate,No,Semiurban,665,390,457145,255417,3827.5,66.71464019851116,0.6339607015745004,0.37421052631578944,217.91044355457274,1
79910,42426,2312541,226,1,Female,No,1,Graduate,No,Rural,333,592,736548,122336,10232.482300884956,11.954483957960313,2.9401142714748496,0.654421052631579,267.0931999345862,1
119667,71334,1541216,185,1,Female,No,1,Not Graduate,No,Rural,398,888,460598,191001,8330.897297297297,22.924070374938125,3.018452872905887,0.7995789473684211,344.9052482973606,1
124097,107578,2258097,114,1,Female,Yes,0,Graduate,Yes,Rural,826,819,325020,231675,19807.86842105263,11.695519152107577,6.021270865553837,0.9056842105263159,396.92571622290467,1
144870,9049,2399785,216,0,Female,Yes,0,Graduate,No,Urban,488,592,140838,153919,11110.11574074074,13.852704228039904,12.574985065867384,0.4033684210526316,204.6954867392393,0
116201,120163,508548,357,1,Male,No,0,Not Graduate,No,Urban,640,500,260798,236364,1424.5042016806722,165.8108055530993,1.6362653556329192,0.7126315789473684,319.0721881485298,0
134870,123332,1035238,12,0,Female,No,0,Graduate,No,Urban,882,822,465302,258202,86269.83333333333,2.992923448442405,2.008992784813566,0.6246315789473684,321.3609285861074,0
123622,107947,521610,344,1,Male,Yes,2,Graduate,No,Semiurban,487,928,295174,231569,1516.3081395348838,152.61830736041873,1.511150897808062,0.8445263157894738,373.5981035071622,1
135700,97227,174813,309,1,Male,No,0,Graduate,No,Semiurban,307,494,290210,232927,565.7378640776699,410.9960084969336,0.5138385115075983,0.6049473684210527,275.50185886544733,1
129079,112141,2417695,196,1,Male,Yes,0,Not Graduate,No,Urban,354,827,11641,241220,12335.17857142857,19.553867399316182,39.22218977628526,0.76,341.81216312631517,0
73499,117263,2312091,224,0,Male,No,3+,Graduate,No,Semiurban,895,500,753925,190762,10321.83482142857,18.479613720448988,2.8760033585222504,0.4931578947368421,249.06798943828096,1
60562,135509,2332768,140,1,Male,Yes,0,Graduate,No,Semiurban,689,837,669356,196071,16662.628571428573,11.766404847512202,3.2428561101874456,0.8700000000000001,373.6759697012675,1
160674,64225,2214982,56,0,Male,Yes,2,Graduate,No,Semiurban,513,927,204161,224899,39553.25,5.685836540953248,8.714877577598452,0.5523157894736842,284.93558639393564,0
78399,68408,1639495,210,0,Male,No,1,Graduate,No,Semiurban,351,731,109938,146807,7807.119047619048,18.80183935524988,10.250815941177207,0.41863157894736847,210.04282981131314,0
116591,95690,1329246,296,1,Male,Yes,2,Graduate,Yes,Urban,752,622,667968,212281,4490.695945945946,47.260767993790346,1.8514000623983242,0.7993684210526315,348.14863123131295,1
51440,28963,2479111,92,1,Female,Yes,1,Graduate,Yes,Semiurban,325,504,669335,80403,26946.858695652172,2.983650794227016,3.446392848950767,0.6148421052631579,239.76976588527117,0
94812,128434,1403020,261,1,Male,Yes,0,Graduate,No,Semiurban,359,338,717484,223246,5375.555555555556,41.52212279650334,1.8280771977005383,0.5556842105263158,252.1799843267447,1
112987,115577,1623956,272,1,Female,Yes,2,Not Graduate,No,Urban,686,334,437930,228564,5970.426470588235,38.27628140876774,3.3282561023097577,0.6572631578947368,293.7403090655961,0
130812,94659,568765,275,0,Female,No,2,Graduate,No,Urban,716,843,588697,225471,2068.2363636363634,108.96338570223536,0.8905083318067879,0.5810526315789474,295.7595908600174,1
112379,45247,1879435,130,0,Female,No,0,Not Graduate,No,Rural,670,729,583642,157626,14457.192307692309,10.902192794609391,2.9660833719986996,0.5185263157894737,252.38615029826943,1
81721,52151,2057654,148,1,Male,Yes,2,Graduate,Yes,Rural,891,447,171741,133872,13903.067567567568,9.628261611175418,9.279537839190768,0.769578947368421,314.47329699878145,0
192927,65246,1712393,156,1,Female,No,1,Not Graduate,No,Urban,474,658,419176,258173,10976.878205128205,23.51756825644113,3.6497881392057563,0.7267368421052631,331.6533741638759,1
109856,99379,1271570,309,1,Female,No,3+,Graduate,No,Semiurban,660,871,208295,209235,4115.113268608414,50.83314922252825,4.922936951934803,0.8751578947368421,379.4301563996955,1
164535,116705,534776,325,0,Female,No,2,Graduate,No,Semiurban,498,721,603096,281240,1645.4646153846154,170.81448175204306,0.8188321471881622,0.4608421052631579,261.6872658056748,1
151290,100778,133000,156,1,Female,Yes,0,Not Graduate,Yes,Urban,535,895,776894,252068,852.5641025641025,295.3123253927724,0.1608428649863223,0.8457894736842106,379.1630380355029,1
118288,139489,1586910,349,1,Male,Yes,2,Not Graduate,No,Urban,397,376,61227,257777,4547.02005730659,56.67894968622008,14.267309196508043,0.5836842105263158,272.5752172258193,0
178984,144088,1723386,210,0,Male,Yes,3+,Graduate,No,Rural,815,347,60663,323072,8206.6,39.36254203421219,15.573281042444178,0.4034736842105263,246.75938962583902,0
38729,105735,1942907,146,0,Female,Yes,2,Graduate,No,Semiurban,757,733,211369,144464,13307.582191780823,10.854950431099923,7.433578580474348,0.5476842105263158,260.53248459447803,1
185395,55636,2378715,12,1,Male,No,0,Graduate,Yes,Urban,763,678,93668,241031,198226.25,1.2159327236795143,16.557027312971574,0.826421052631579,366.8129291331517,0
172291,89860,1268534,224,1,Female,Yes,2,Graduate,No,Rural,392,747,7213,262151,5663.098214285715,46.282919201297645,22.172128712006014,0.7383157894736843,338.0146324961721,0
108172,63762,2081418,236,1,Male,Yes,1,Graduate,No,Semiurban,376,937,782855,171934,8819.56779661017,19.4923959505278,2.499136104123767,0.8132631578947369,345.7633459288611,0
150677,94364,1804913,348,1,Male,No,0,Not Graduate,No,Semiurban,808,370,465957,245041,5186.531609195402,47.236531448915144,3.498184926263235,0.7109473684210526,319.5825233796343,1
111250,121818,729135,261,1,Male,Yes,2,Graduate,No,Urban,732,905,621515,233068,2793.6206896551726,83.3987957159074,1.0858059760392544,0.9122105263157896,400.58858898733115,0
64721,55399,2120545,22,0,Male,Yes,1,Graduate,Yes,Urban,319,339,452912,120120,96388.40909090909,1.2461950035061378,4.216532912318656,0.24347368421052631,130.4909378771784,0
162976,75864,180646,209,1,Female,No,2,Graduate,No,Urban,732,641,597107,238840,864.334928229665,276.0087362804457,0.279159397132159,0.8010526315789475,355.89217950870204,1
60495,6845,1517280,270,0,Male,No,1,Not Graduate,No,Rural,937,840,548930,67340,5619.555555555556,11.981022042107345,2.5333177499874777,0.649578947368421,281.666889415994,0
73173,110485,2353860,184,1,Female,Yes,0,Graduate,No,Semiurban,788,742,128166,183658,12792.717391304348,14.355327258114121,13.211611643074436,0.8612631578947367,366.19241648890136,0
111068,73477,1664460,161,0,Male,No,3+,Graduate,No,Rural,480,444,120339,184545,10338.260869565218,17.84895480713027,9.771455744133757,0.3385263157894737,185.7734776102555,0
